title,movieId,avg_rating
Murder in the First (1995),280,4.113636364
Nobody's Fool (1994),281,3.861111111
Nell (1994),282,3.284090909
New Jersey Drive (1995),283,3
Beyond Bedlam (1993),285,4
Nina Takes a Lover (1994),287,3.2
Natural Born Killers (1994),288,3.336448598
Only You (1994),289,3.464285714
Once Were Warriors (1994),290,3.9375
Poison Ivy II (1996),291,2
Outbreak (1995),292,3.309090909
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),293,4.071969697
"Perez Family, The (1995)",294,3.333333333
"Pyromaniac's Love Story, A (1995)",295,3
Pulp Fiction (1994),296,4.25617284
Priest (1994),299,3.75
Quiz Show (1994),300,3.75
Picture Bride (Bijo photo) (1994),301,5
"Queen Margot (Reine Margot, La) (1994)",302,3.714285714
"Quick and the Dead, The (1995)",303,3.1875
Roommates (1995),304,3.333333333
Ready to Wear (Pret-A-Porter) (1994),305,2.75
Three Colors: Red (Trois couleurs: Rouge) (1994),306,4.171875
Three Colors: Blue (Trois couleurs: Bleu) (1993),307,4.14516129
Three Colors: White (Trzy kolory: Bialy) (1994),308,4.159090909
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",309,5
Stuart Saves His Family (1995),312,3.6
"Swan Princess, The (1994)",313,2.714285714
"Secret of Roan Inish, The (1994)",314,3.941176471
"Specialist, The (1994)",315,2.909090909
Stargate (1994),316,3.368965517
"Santa Clause, The (1994)",317,2.964285714
"Shawshank Redemption, The (1994)",318,4.487138264
Shallow Grave (1994),319,3.973684211
Suture (1993),320,2.75
Strawberry and Chocolate (Fresa y chocolate) (1993),321,3.642857143
Swimming with Sharks (1995),322,3.642857143
"Sum of Us, The (1994)",324,3.333333333
National Lampoon's Senior Trip (1995),325,3
To Live (Huozhe) (1994),326,4.071428571
Tank Girl (1995),327,2.75
Tales from the Crypt Presents: Demon Knight (1995),328,3.625
Star Trek: Generations (1994),329,3.350877193
Tales from the Hood (1995),330,2.7
Tom & Viv (1994),331,3
Village of the Damned (1995),332,3.2
Tommy Boy (1995),333,3.32
Vanya on 42nd Street (1994),334,3.071428571
Underneath (1995),335,3
"Walking Dead, The (1995)",336,3
What's Eating Gilbert Grape (1993),337,3.795454545
Virtuosity (1995),338,2.8
While You Were Sleeping (1995),339,3.440594059
"War, The (1994)",340,3
Double Happiness (1994),341,4.5
Muriel's Wedding (1994),342,3.4375
"Baby-Sitters Club, The (1995)",343,3
Ace Ventura: Pet Detective (1994),344,2.871428571
"Adventures of Priscilla, Queen of the Desert, The (1994)",345,3.75
Backbeat (1993),346,3
Bitter Moon (1992),347,3.857142857
Bullets Over Broadway (1994),348,3.9375
Clear and Present Danger (1994),349,3.786956522
"Client, The (1994)",350,3.328571429
"Corrina, Corrina (1994)",351,3.192307692
Crooklyn (1994),352,3.357142857
"Crow, The (1994)",353,3.589552239
Cobb (1994),354,3.5
"Flintstones, The (1994)",355,2.205128205
Forrest Gump (1994),356,4.054252199
Four Weddings and a Funeral (1994),357,3.68442623
Higher Learning (1995),358,2.428571429
I Love Trouble (1994),360,2.5
It Could Happen to You (1994),361,3.38
"Jungle Book, The (1994)",362,3.45
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",363,4.5
"Lion King, The (1994)",364,3.7775
Little Buddha (1993),365,3
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",366,3.272727273
"Mask, The (1994)",367,3.070063694
Maverick (1994),368,3.535211268
Mrs. Parker and the Vicious Circle (1994),369,3.055555556
Naked Gun 33 1/3: The Final Insult (1994),370,3.052238806
"Paper, The (1994)",371,3.25
Reality Bites (1994),372,3.058823529
Red Rock West (1992),373,4.138888889
Richie Rich (1994),374,2.1
Safe Passage (1994),375,3.666666667
"River Wild, The (1994)",376,3.425531915
Speed (1994),377,3.566666667
Speechless (1994),378,3.25
Timecop (1994),379,3.261904762
True Lies (1994),380,3.515151515
When a Man Loves a Woman (1994),381,3.137931034
Wolf (1994),382,3.105263158
Wyatt Earp (1994),383,3.115384615
Bad Company (1995),384,3.25
"Low Down Dirty Shame, A (1994)",387,3.666666667
Boys Life (1995),388,3.666666667
"Colonel Chabert, Le (1994)",389,4
Faster Pussycat! Kill! Kill! (1965),390,4.1
Jason's Lyric (1994),391,3
"Secret Adventures of Tom Thumb, The (1993)",392,2.666666667
Street Fighter (1994),393,2.1
Mirage (1995),401,4
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),405,2.3125
In the Mouth of Madness (1995),407,3.05
8 Seconds (1994),408,3
Above the Rim (1994),409,2.5
Addams Family Values (1993),410,3.150684932
"Age of Innocence, The (1993)",412,3.54
Airheads (1994),413,2.307692308
"Air Up There, The (1994)",414,2.5
Another Stakeout (1993),415,2.833333333
Bad Girls (1994),416,3.25
Barcelona (1994),417,3.615384615
Being Human (1993),418,3
"Beverly Hillbillies, The (1993)",419,2.6
Beverly Hills Cop III (1994),420,2.631578947
Black Beauty (1994),421,3
Blink (1994),422,3.722222222
Blown Away (1994),423,3.392857143
Blue Chips (1994),424,3
Blue Sky (1994),425,3.875
Body Snatchers (1993),426,3.166666667
Boxing Helena (1993),427,2.428571429
"Bronx Tale, A (1993)",428,3.717391304
Cabin Boy (1994),429,2.555555556
Carlito's Way (1993),431,3.671875
City Slickers II: The Legend of Curly's Gold (1994),432,2.650793651
Clean Slate (1994),433,2.857142857
Cliffhanger (1993),434,3.08490566
Coneheads (1993),435,2.463636364
Color of Night (1994),436,2.2
Cops and Robbersons (1994),437,2.75
"Cowboy Way, The (1994)",438,3
Dangerous Game (1993),439,1
Dave (1993),440,3.561111111
Dazed and Confused (1993),441,3.662162162
Demolition Man (1993),442,2.968421053
"Endless Summer 2, The (1994)",443,2.666666667
Even Cowgirls Get the Blues (1993),444,3
Fatal Instinct (1993),445,3.111111111
Farewell My Concubine (Ba wang bie ji) (1993),446,4
"Favor, The (1994)",447,4
Fearless (1993),448,3.590909091
Fear of a Black Hat (1994),449,3.5
With Honors (1994),450,3.4375
Flesh and Bone (1993),451,3.428571429
Widows' Peak (1994),452,4
For Love or Money (1993),453,2.4
"Firm, The (1993)",454,3.472727273
Free Willy (1993),455,2.838709677
Fresh (1994),456,3.333333333
"Fugitive, The (1993)",457,3.953051643
Geronimo: An American Legend (1993),458,3.75
"Getaway, The (1994)",459,3.5
Getting Even with Dad (1994),460,2.5
Go Fish (1994),461,3.3
Guilty as Sin (1993),463,3.428571429
Hard Target (1993),464,3.111111111
Heaven & Earth (1993),465,3.5
Hot Shots! Part Deux (1993),466,3.169491525
Live Nude Girls (1995),467,3.333333333
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",468,3.303030303
"House of the Spirits, The (1993)",469,3.125
House Party 3 (1994),470,2
"Hudsucker Proxy, The (1994)",471,3.87755102
I'll Do Anything (1994),472,3.5
In the Army Now (1994),473,1
In the Line of Fire (1993),474,3.8625
In the Name of the Father (1993),475,4.209677419
"Inkwell, The (1994)",476,4
What's Love Got to Do with It? (1993),477,3.59375
Judgment Night (1993),479,3.25
Jurassic Park (1993),480,3.70620438
Kalifornia (1993),481,3.34375
Killing Zoe (1994),482,2.85
King of the Hill (1993),483,2.75
Lassie (1994),484,2.75
Last Action Hero (1993),485,2.886792453
Life with Mikey (1993),486,2.5
Lightning Jack (1994),487,3.5
M. Butterfly (1993),488,3.125
Made in America (1993),489,2.625
Malice (1993),490,3.428571429
"Man Without a Face, The (1993)",491,3.285714286
Manhattan Murder Mystery (1993),492,3.738095238
Menace II Society (1993),493,3.304347826
Executive Decision (1996),494,3.475409836
In the Realm of the Senses (Ai no corrida) (1976),495,3.8125
What Happened Was... (1994),496,2.666666667
Much Ado About Nothing (1993),497,3.983333333
Mr. Jones (1993),498,2.666666667
Mr. Wonderful (1993),499,3
Mrs. Doubtfire (1993),500,3.467320261
Naked (1993),501,4.1
"Next Karate Kid, The (1994)",502,2.4375
No Escape (1994),504,3.2
North (1994),505,2.714285714
Orlando (1992),506,3.111111111
"Perfect World, A (1993)",507,3.5
Philadelphia (1993),508,3.668604651
"Piano, The (1993)",509,3.75
Poetic Justice (1993),510,2.3
"Program, The (1993)",511,3
"Puppet Masters, The (1994)",512,3.5
Radioland Murders (1994),513,2.5
"Ref, The (1994)",514,3.647058824
"Remains of the Day, The (1993)",515,4.043478261
Renaissance Man (1994),516,2.923076923
Rising Sun (1993),517,3.09375
"Road to Wellville, The (1994)",518,2.136363636
RoboCop 3 (1993),519,2.395833333
Robin Hood: Men in Tights (1993),520,3.061538462
Romeo Is Bleeding (1993),521,3.6
Romper Stomper (1992),522,2.833333333
Ruby in Paradise (1993),523,3.333333333
Rudy (1993),524,3.555555556
"Savage Nights (Nuits fauves, Les) (1992)",526,1
Schindler's List (1993),527,4.303278689
"Scout, The (1994)",528,2.5
Searching for Bobby Fischer (1993),529,3.933333333
"Secret Garden, The (1993)",531,3.564516129
Serial Mom (1994),532,3.25
"Shadow, The (1994)",533,3.333333333
Shadowlands (1993),534,4.2
Short Cuts (1993),535,3.884615385
"Simple Twist of Fate, A (1994)",536,2.25
Sirens (1994),537,3.05
Six Degrees of Separation (1993),538,3.9
Sleepless in Seattle (1993),539,3.428
Sliver (1993),540,2.694444444
Blade Runner (1982),541,4.037671233
Son in Law (1993),542,2.736842105
So I Married an Axe Murderer (1993),543,3.346153846
Striking Distance (1993),544,2.611111111
Super Mario Bros. (1993),546,1.735294118
Surviving the Game (1994),547,3
Terminal Velocity (1994),548,3
Thirty-Two Short Films About Glenn Gould (1993),549,4.125
Threesome (1994),550,3.272727273
"Nightmare Before Christmas, The (1993)",551,3.65
"Three Musketeers, The (1993)",552,3.14
Tombstone (1993),553,3.48245614
Trial by Jury (1994),554,3
True Romance (1993),555,3.885714286
"War Room, The (1993)",556,3.9
"Pagemaster, The (1994)",558,2.666666667
"Paris, France (1993)",559,5
Killer (Bulletproof Heart) (1994),561,3
Welcome to the Dollhouse (1995),562,3.716666667
Germinal (1993),563,3
Chasers (1994),564,3
Cronos (1993),565,4.5
Kika (1993),567,4
Bhaji on the Beach (1993),568,3.5
Little Big League (1994),569,2.5
"Wedding Gift, The (1994)",571,4
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",573,1
Spanking the Monkey (1994),574,3.333333333
"Little Rascals, The (1994)",575,3.571428571
Andre (1994),577,2
Princess Caraboo (1994),580,3
"Celluloid Closet, The (1995)",581,4.235294118
Métisse (Café au Lait) (1993),582,4
"Brady Bunch Movie, The (1995)",585,3.073170732
Home Alone (1990),586,3.112403101
Ghost (1990),587,3.325396825
Aladdin (1992),588,3.674418605
Terminator 2: Judgment Day (1991),589,4.006329114
Dances with Wolves (1990),590,3.717821782
Batman (1989),592,3.397959184
"Silence of the Lambs, The (1991)",593,4.138157895
Snow White and the Seven Dwarfs (1937),594,3.661971831
Beauty and the Beast (1991),595,3.75
Pinocchio (1940),596,3.583333333
Pretty Woman (1990),597,3.360544218
"Wild Bunch, The (1969)",599,4.035714286
Love and a .45 (1994),600,4
"Bye Bye, Love (1995)",603,3
One Fine Day (1996),605,3.342105263
Candyman: Farewell to the Flesh (1995),606,2.75
Fargo (1996),608,4.256696429
Homeward Bound II: Lost in San Francisco (1996),609,3.107142857
Heavy Metal (1981),610,3.348484848
Hellraiser: Bloodline (1996),611,3
"Pallbearer, The (1996)",612,2.666666667
Jane Eyre (1996),613,3.5
Loaded (1994),614,1.5
Bread and Chocolate (Pane e cioccolata) (1973),615,3.5
"Aristocats, The (1970)",616,3.464285714
"Flower of My Secret, The (La flor de mi secreto) (1995)",617,1
Ed (1996),619,2.125
Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),620,3.25
My Favorite Season (1993),621,3.333333333
"Thin Line Between Love and Hate, A (1996)",626,2
"Last Supper, The (1995)",627,3.333333333
Primal Fear (1996),628,3.88
Carried Away (1996),630,3.5
All Dogs Go to Heaven 2 (1996),631,3.25
Land and Freedom (Tierra y libertad) (1995),632,4.5
Denise Calls Up (1995),633,4
"Family Thing, A (1996)",635,3.857142857
Sgt. Bilko (1996),637,2.75862069
Jack and Sarah (1995),638,4
Girl 6 (1996),639,3.2
Diabolique (1996),640,3.333333333
Courage Under Fire (1996),647,3.629032258
Mission: Impossible (1996),648,3.532738095
Moll Flanders (1996),650,3.1875
"Superweib, Das (1996)",651,1
Dragonheart (1996),653,3.112903226
Eddie (1996),656,3
Purple Noon (Plein soleil) (1960),659,4.25
James and the Giant Peach (1996),661,3.632075472
Fear (1996),662,3.111111111
Kids in the Hall: Brain Candy (1996),663,3.411764706
Faithful (1996),664,3.5
Underground (1995),665,3.4
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),667,3.666666667
Song of the Little Road (Pather Panchali) (1955),668,4
"World of Apu, The (Apur Sansar) (1959)",670,3.166666667
Mystery Science Theater 3000: The Movie (1996),671,4.03030303
Space Jam (1996),673,2.68
Barbarella (1968),674,2.69047619
Some Folks Call It a Sling Blade (1993),678,3.833333333
"Run of the Country, The (1995)",679,4
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",680,3.916666667
Coup de torchon (Clean Slate) (1981),681,3
It's My Party (1996),685,3.125
Country Life (1994),687,3
Operation Dumbo Drop (1995),688,2.45
"Promise, The (Versprechen, Das) (1995)",690,4
Mrs. Winterbourne (1996),691,3.357142857
Solo (1996),692,2
"Substitute, The (1996)",694,2.85
True Crime (1996),695,4
Butterfly Kiss (1995),696,2
Feeling Minnesota (1996),697,3.333333333
Delta of Venus (1995),698,3
Angus (1995),700,3.142857143
Faces (1968),702,5
Boys (1996),703,3
"Quest, The (1996)",704,3
Cosi (1996),705,2.833333333
Mulholland Falls (1996),707,3.111111111
"Truth About Cats & Dogs, The (1996)",708,3.401639344
Oliver & Company (1988),709,2.875
Celtic Pride (1996),710,1.5
Flipper (1996),711,3.222222222
Dead Man (1995),714,3.545454545
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",715,2.666666667
"Visitors, The (Visiteurs, Les) (1993)",718,3
Multiplicity (1996),719,2.808823529
Wallace & Gromit: The Best of Aardman Animation (1996),720,4
Halfmoon (Paul Bowles - Halbmond) (1995),721,4
"Haunted World of Edward D. Wood Jr., The (1996)",722,4
"Craft, The (1996)",724,3.111111111
"Great White Hype, The (1996)",725,2.375
Last Dance (1996),726,3
Cold Comfort Farm (1995),728,3.96875
Heaven's Prisoners (1996),731,2.75
"Rock, The (1996)",733,3.737037037
Cemetery Man (Dellamorte Dellamore) (1994),735,4.125
Twister (1996),736,3.25
Barb Wire (1996),737,2.366666667
Ghost in the Shell (Kôkaku kidôtai) (1995),741,4.148148148
Thinner (1996),742,2.75
Spy Hard (1996),743,2.681818182
Wallace & Gromit: A Close Shave (1995),745,4.193548387
Force of Evil (1948),746,2
"Stupids, The (1996)",747,2.75
"Arrival, The (1996)",748,3.272727273
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),750,4.20952381
"Month by the Lake, A (1995)",753,3.5
Gold Diggers: The Secret of Bear Mountain (1995),754,3.666666667
Kim (1950),755,2
Carmen Miranda: Bananas Is My Business (1994),756,3
Ashes of Time (Dung che sai duk) (1994),757,4
Maya Lin: A Strong Clear Vision (1994),759,5
Stalingrad (1993),760,3.333333333
"Phantom, The (1996)",761,3.111111111
Striptease (1996),762,2.461538462
Heavy (1995),764,5
Jack (1996),765,2.805555556
I Shot Andy Warhol (1996),766,4.222222222
"Grass Harp, The (1995)",767,4
Marlene Dietrich: Shadow and Light (1996),769,3
Spirits of the Dead (1968),775,2
Trainspotting (1996),778,4.141129032
'Til There Was You (1997),779,2.625
Independence Day (a.k.a. ID4) (1996),780,3.483944954
Stealing Beauty (1996),781,3.75
"Fan, The (1996)",782,3.333333333
"Hunchback of Notre Dame, The (1996)",783,3.357142857
"Cable Guy, The (1996)",784,2.550847458
Kingpin (1996),785,3.333333333
Eraser (1996),786,3.108695652
"Gate of Heavenly Peace, The (1995)",787,4.5
"Nutty Professor, The (1996)",788,3.080882353
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),793,4
Daylight (1996),798,3.416666667
"Frighteners, The (1996)",799,3.229166667
Lone Star (1996),800,4.071428571
Harriet the Spy (1996),801,3.208333333
Phenomenon (1996),802,3.326388889
Walking and Talking (1996),803,4.25
She's the One (1996),804,2.892857143
"Time to Kill, A (1996)",805,3.765306122
American Buffalo (1996),806,2.888888889
Alaska (1996),808,3.25
Fled (1996),809,2.75
Kazaam (1996),810,2
Larger Than Life (1996),813,2.666666667
Two Deaths (1995),816,3
"Very Brady Sequel, A (1996)",818,2.607142857
"Death in the Garden (Mort en ce jardin, La) (1956)",820,5
Kaspar Hauser (1993),824,3
"Adventures of Pinocchio, The (1996)",828,3.375
Joe's Apartment (1996),829,1
"First Wives Club, The (1996)",830,3.134615385
Stonewall (1995),831,3.5
Ransom (1996),832,3.565789474
High School High (1996),833,2.625
Phat Beach (1996),834,3
Foxfire (1996),835,3.166666667
Chain Reaction (1996),836,2.576923077
Matilda (1996),837,3.666666667
Emma (1996),838,3.817073171
"Crow: City of Angels, The (1996)",839,3.272727273
House Arrest (1996),840,3.5
"Eyes Without a Face (Yeux sans visage, Les) (1959)",841,3.714285714
Tales from the Crypt Presents: Bordello of Blood (1996),842,2.333333333
"Story of Xinghua, The (Xinghua san yue tian) (1994)",844,3
"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",845,5
Flirt (1995),846,4
"Spitfire Grill, The (1996)",848,3.454545455
Escape from L.A. (1996),849,2.696428571
Cyclo (Xich lo) (1995),850,4.5
Basquiat (1996),851,3
Tin Cup (1996),852,3.259615385
"Ballad of Narayama, The (Narayama Bushiko) (1958)",854,4
"Godfather, The (1972)",858,4.4875
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),861,3.5
"Wife, The (1995)",864,3.5
